plot_id,tree_no,dbh,y_ifdead,below_dbh,above_dbh,notes
2e,1,1.7,y,n,n,
2e,1,0.7,y,n,n,
2e,1,2.9,n,n,n,
2e,1,1.5,n,n,n,
2e,1,1.4,y,n,n,
2e,1,3.3,n,n,n,
2e,1,2.8,n,n,n,
2e,1,2.4,n,n,n,
2e,1,0.9,n,n,n,
2e,3,6.7,n,n,n,
2e,3,5.8,n,n,n,
2e,3,2.1,y,n,n,
2e,3,3.4,n,n,n,
2e,3,5.6,y,n,n,
2e,3,3.1,n,n,n,
2e,9,4.9,n,n,n,
2e,9,6.2,n,n,n,
2e,9,3,n,n,n,
2e,9,0.5,n,n,n,
2e,9,4.9,n,n,n,
2e,9,1.6,y,n,n,
2e,9,6.1,n,n,n,
1h,2,7,n,n,n,
1h,2,4.2,y,n,n,
1h,2,7.9,y,n,n,
1h,2,17.3,n,n,y,
1h,2,14.7,n,n,n,
1h,2,14.3,n,n,n,
1h,10,6.2,n,n,n,
1h,10,3.4,y,n,n,
1h,10,4.2,y,n,n,
1h,10,41.2,n,n,n,
1h,10,21.9,n,n,n,
1h,10,10.8,n,n,n,
1h,10,10.1,n,n,n,
1h,10,0.7,y,n,n,
1h,1,8.6,n,n,n,
1h,1,6.3,n,n,n,
1h,1,0.7,n,n,n,
1h,1,0.3,n,n,n,
1h,1,6.7,n,n,n,
1h,1,0.6,n,n,n,
1h,1,6.1,n,n,n,
1h,7,2.8,n,n,n,
1h,7,4.9,n,n,n,
1h,7,0.8,y,n,n,
1h,7,15.7,y,n,n,
1h,7,21.2,n,n,n,
1h,7,13.5,n,n,n,
1h,7,20.7,n,n,n,
1h,7,14.8,n,n,n,
1h,7,11,y,n,n,
1h,7,15.8,n,n,n,
1h,9,10.6,y,n,n,
1h,9,25.9,n,n,n,
1h,9,12.4,n,n,n,
1h,9,24.7,n,n,n,
1h,9,27.5,n,n,n,
1h,9,8.6,y,n,n,
1h,9,4.1,y,n,n,
1h,6,0.5,y,n,n,
1h,6,0.8,y,n,n,
1h,6,0.9,n,n,n,
1h,6,1.3,y,n,n,
1h,6,12.1,n,n,n,
1h,6,14.2,n,n,n,
1h,6,51.4,n,n,n,
1h,6,8.8,n,n,n,
1h,6,12.5,n,n,n,
1h,6,11.8,n,n,n,
1h,6,11.7,n,n,n,
1h,3,8.6,n,n,n,
1h,3,6,y,n,n,
1h,3,4.9,y,n,n,
1h,3,2.4,y,n,n,
1h,3,2.1,y,n,n,
1h,3,14,n,n,n,
1h,3,1.1,n,n,n,
1h,3,1.1,n,n,n,
1h,3,0.5,n,n,n,
1h,3,23.6,n,n,n,
1h,3,24.2,n,n,n,
1h,3,6.3,y,n,n,
1h,3,29.1,n,n,n,
1h,4,24.7,n,n,n,
1h,4,27.8,n,n,n,
1h,4,22.8,n,n,n,
1h,4,12.8,n,n,n,
1h,8,5.7,y,n,n,
1h,8,1.1,y,n,n,
1h,8,0.2,y,n,n,
1h,8,5.2,y,n,n,
1h,8,1.3,y,n,n,
1h,8,9.1,n,n,n,
1h,8,9.3,y,n,n,
1h,8,13.7,n,n,n,
1h,8,13.5,n,n,n,
1ma,1,8,n,n,n,tree_leans
1ma,6,2.1,y,n,n,
1ma,6,3,n,n,n,
1ma,2,2.3,y,n,n,
1ma,2,2.4,y,n,n,
1ma,2,6.4,n,n,n,
1ma,2,1.4,y,n,n,
1ma,2,5.2,y,n,n,
1ma,2,3.2,y,n,n,
1ma,2,3.4,y,n,n,
1ma,2,3.5,y,n,n,
1ma,2,3.2,n,n,n,
1ma,2,1.5,y,n,n,
1ma,2,9.6,n,n,n,
1ma,2,8.7,n,n,n,
1ma,2,16.6,n,n,n,
1ma,2,12.1,n,n,n,
1ma,2,15.6,n,n,n,
1ma,7,7.7,y,n,n,
1ma,7,7.6,y,n,n,
1ma,7,8.5,y,n,n,
1ma,7,1.6,y,n,n,
1ma,7,4.3,n,n,n,
1ma,7,19.1,n,n,n,
1ma,7,24,n,n,n,
1ma,7,14.2,n,n,n,
1ma,7,13.2,n,n,n,
1ma,7,15.2,n,n,n,
1ma,7,17.6,n,n,n,
1ma,7,25.4,n,n,n,
1ma,5,0.7,y,n,n,
1ma,5,1,y,n,n,
1ma,5,3.9,y,n,n,
1ma,5,1.5,y,n,n,
1ma,5,0.9,n,n,n,
1ma,5,5.4,y,n,n,
1ma,5,1.9,y,n,n,
1ma,5,2.9,y,n,n,
1ma,4,18.3,n,n,n,
1ma,4,10.3,n,n,n,
1ma,4,16.2,n,n,n,
1ma,4,10.1,n,n,n,
1ma,4,14.7,n,n,n,
1ma,10,4.2,y,n,n,
1ma,10,5.4,y,n,n,
1ma,10,2.1,y,n,n,
1ma,10,4.5,y,n,n,
1ma,10,2.1,y,n,n,
1ma,10,4.2,y,n,n,
1ma,10,2.1,y,n,n,
1ma,10,5.3,y,n,n,
1ma,10,2.2,y,n,n,
1ma,10,2.4,y,n,n,
1ma,10,5.9,y,n,n,
1ma,10,6.8,y,n,n,
1ma,10,9.5,y,n,n,
1ma,10,10,y,n,n,
1ma,9,14,n,n,n,
1ma,9,13,n,n,n,
1ma,9,3.2,y,n,n,
1ma,8,1.5,y,n,n,
1ma,8,1.6,y,n,n,
1ma,8,6.3,n,n,n,
1ma,8,1.4,y,n,n,
1ma,8,6.1,n,n,n,
1ma,8,11.2,n,n,n,
1n,6,5.8,y,n,n,
1n,6,2.1,y,n,n,
1n,6,5.6,y,n,n,
1n,6,12.4,y,n,n,
1n,3,7.6,n,n,n,
1n,3,7.7,y,n,n,
1n,3,2.6,y,n,n,
1n,3,6.1,y,n,n,
1n,3,0.6,n,n,n,
1n,3,6.4,y,n,n,
1n,3,1.1,y,n,n,
1n,3,2.9,y,n,n,
1n,3,3.9,y,n,n,
1n,3,13.7,n,n,n,
1n,3,13.8,n,n,n,
1n,3,14.4,n,n,n,
1n,3,11,n,n,n,
1n,3,12.4,n,n,n,
1n,8,11.8,n,n,n,
1n,8,18.2,n,n,n,
1n,8,15.4,n,n,n,
1n,8,4.6,y,n,n,
1n,8,4,y,n,n,
1n,8,6.5,y,n,n,
1n,8,6.8,n,n,n,
1n,8,10.6,n,n,n,
1n,1,4.8,y,n,n,
1n,1,6.5,n,n,n,
1n,1,0.7,n,n,n,
1n,1,5.4,y,n,n,
1n,1,0.4,n,n,n,
1n,1,5.1,y,n,n,
1n,1,13.7,n,n,n,
1n,5,17.6,n,n,n,
1n,5,11.4,n,n,n,
1n,5,21.5,n,n,n,
1n,5,13.5,n,n,n,
1n,5,19.6,n,n,n,
1n,5,11,n,n,n,
1n,5,12.7,n,n,n,
1n,5,28,n,n,n,
1n,5,3.3,n,n,n,
1n,5,4.7,n,n,n,
1n,5,8.5,y,n,n,
1n,5,7.9,y,n,n,
1n,4,27,n,n,n,
1n,4,19.9,n,n,n,
1n,4,24,n,n,n,
1n,4,16.5,n,n,n,
1n,4,6.4,y,n,n,
1n,4,42.5,n,n,n,
1n,4,10.8,n,n,n,
1n,4,20,n,n,n,
1n,8,6.8,n,n,n,
1n,8,16.4,n,y,n,
1n,8,13.9,n,n,n,
1n,10,6.3,y,n,n,
1n,10,28.7,n,y,n,
1n,10,7.7,y,n,n,
1n,7,4.1,n,n,n,
1n,7,3.6,y,n,n,
1n,7,0.7,n,n,n,
1n,9,7.7,y,n,n,
1n,9,8.1,y,n,n,
1n,9,10.7,n,n,n,
1caa,1,0.8,n,n,n,
1caa,1,1,n,n,n,
1caa,1,1.1,n,n,n,
1caa,1,1.3,n,n,n,
1caa,1,1.7,n,n,n,
1caa,1,1.4,n,n,n,
1caa,1,0.9,n,n,n,
1caa,1,0.3,n,n,n,
1caa,1,0.4,n,n,n,
1caa,2,0.8,n,n,n,
1caa,2,0.2,n,n,n,
1caa,2,1.1,n,n,n,
1caa,2,1.6,n,n,n,
1caa,2,1,n,n,n,
1caa,2,0.7,n,n,n,
1caa,2,0.5,n,n,n,
1caa,2,1,n,n,n,
1caa,2,1.1,n,n,n,
1caa,2,0.7,n,n,n,
1caa,2,0.8,n,n,n,
1caa,2,1.2,n,n,n,
1caa,3,0.4,n,n,n,
1caa,3,0.7,n,n,n,
1caa,3,0.2,n,n,n,
1caa,4,1.1,n,n,n,
1caa,4,1.2,n,n,n,
1caa,4,0.9,n,n,n,
1caa,4,1.1,n,n,n,
1caa,4,1.2,n,n,n,
1caa,4,0.6,n,n,n,
1caa,4,0.4,n,n,n,
1caa,4,0.5,n,n,n,
1caa,4,1.2,n,n,n,
1caa,4,1.6,n,n,n,
1caa,5,1.2,n,n,n,
1caa,5,1.2,n,n,n,
1caa,5,1,n,n,n,
1caa,5,0.6,n,n,n,
1caa,5,0.4,n,n,n,
1caa,5,0.5,n,n,n,
1caa,5,0.6,n,n,n,
1caa,5,0.7,n,n,n,
1caa,5,0.4,n,n,n,
1caa,6,0.5,n,n,n,
1caa,6,0.9,n,n,n,
1caa,6,0.3,n,n,n,
1caa,6,0.6,n,n,n,
1caa,6,1.3,n,n,n,
1caa,6,0.7,n,n,n,
1caa,6,1,n,n,n,
1caa,6,1.7,n,n,n,
1caa,6,1.3,n,n,n,
1caa,6,1.1,n,n,n,
1caa,6,0.9,n,n,n,
1caa,6,0.5,n,n,n,
1caa,6,1,n,n,n,
1caa,6,0.5,n,n,n,
1caa,6,0.6,n,n,n,
1caa,6,0.4,n,n,n,
1caa,6,1.2,n,n,n,
1caa,7,0.3,n,n,n,
1caa,7,0.8,n,n,n,
1caa,7,0.9,n,n,n,
1caa,7,1.1,n,n,n,
1caa,7,0.3,n,n,n,
1caa,7,0.4,n,n,n,
1caa,7,0.5,n,n,n,
1caa,7,0.9,n,n,n,
1caa,7,0.9,n,n,n,
1caa,8,0.3,n,n,n,
1caa,8,0.5,n,n,n,
1caa,8,0.9,n,n,n,
1caa,8,1,n,n,n,
1caa,8,1.4,n,n,n,
1caa,8,1.5,n,n,n,
1caa,8,0.4,n,n,n,
1caa,8,1,n,n,n,
1caa,8,1.2,n,n,n,
1caa,8,0.5,n,n,n,
1caa,8,0.4,n,n,n,
1caa,9,0.8,n,n,n,
1caa,9,0.3,y,n,n,
1caa,9,0.5,n,n,n,
1caa,9,1,n,n,n,
1caa,9,0.9,n,n,n,
1caa,9,0.8,n,n,n,
1caa,9,0.7,n,n,n,
1caa,9,0.8,n,n,n,
1caa,10,1,n,n,n,
1caa,10,0.4,n,n,n,
1caa,10,0.4,n,n,n,
1caa,10,1.3,n,n,n,
1caa,10,1.2,n,n,n,
1caa,10,1,n,n,n,
1caa,10,0.8,n,n,n,
1caa,10,1.1,n,n,n,
1caa,10,0.7,n,n,n,
1caa,10,1.1,n,n,n,
1cab,10,8,n,n,n,
1cab,10,4.8,n,n,n,
1cab,10,5.6,n,n,n,
1cab,10,3.2,n,n,n,
1cab,10,2.3,n,n,n,
1cab,10,6.8,n,n,n,
1cab,10,3.5,n,n,n,
1cab,10,3.4,n,n,n,
1cab,10,2.7,y,n,n,
1cab,10,3.1,y,n,n,
1cab,10,10.7,n,n,n,
1cab,10,12.5,n,n,n,
1cab,10,8.6,n,n,n,
1cab,10,3.6,n,n,n,
1cab,10,1.6,y,n,n,
1cab,10,8.8,n,n,n,
1cab,7,9.4,n,n,n,
1cab,7,5.1,n,n,n,
1cab,7,3.8,n,n,n,
1cab,7,9,n,n,n,
1cab,7,5.2,y,n,n,
1cab,7,4.7,n,n,n,
1cab,7,0.9,n,n,n,
1cab,1,13.3,n,n,n,
1cab,1,5.8,n,n,n,
1cab,1,1.8,y,n,n,
1cab,3,6.1,n,n,n,
1cab,3,6.9,n,n,n,
1cab,3,4.4,n,n,n,
1cab,3,7.7,n,n,n,
1cab,3,8,n,n,n,
1cab,3,3.5,n,n,n,
1cab,3,1.8,n,n,n,
1cab,3,4.5,n,n,n,
1cab,3,4.8,n,n,n,
1cab,3,11.7,n,n,n,
1cab,2,12.2,n,n,n,
1cab,2,3.5,n,n,n,
1cab,2,5.8,n,n,n,
1cab,2,14.3,n,n,n,
1cab,2,3.5,n,n,n,
1cab,2,2.58,n,n,n,
1cab,4,6.8,n,n,n,
1cab,4,3.3,n,n,n,
1cab,4,7.4,n,n,n,
1cab,4,11.5,n,y,n,
1cab,4,9,n,n,n,
1cab,4,2.2,n,n,n,
1cab,4,2.2,n,n,n,
1cab,4,3.1,n,n,n,
1cab,3,1.1,n,n,n,
1cab,3,2.6,n,n,n,
1cab,3,3.9,n,n,n,
1cab,3,9.9,n,y,n,
1cab,6,5,y,n,n,
1cab,6,7.6,n,n,n,
1cab,6,11.6,n,n,n,
1cab,6,13.6,n,n,n,
1cab,9,3.5,y,n,n,
1cab,9,20.8,n,n,n,
1cab,9,18,n,n,n,ivy
1cab,9,9.1,n,n,n,
1cab,9,10.1,n,n,n,
1cab,9,16.6,n,n,n,
1cab,9,12.8,n,n,n,
1cab,9,11.4,n,n,n,
1cab,9,2.7,y,n,n,
1cab,9,18.9,n,n,n,ivy
1cab,8,16.9,n,n,n,tree_leans
1cab,8,1.7,y,n,n,
